costat,curcd,datafmt,indfmt,consol,tic,datadate,gvkey,conm,fyr,fic,seq,ni,nit,prcc_f
A,USD,STD,INDL,C,AAPL,2013-09-30,001690,APPLE INC,9,USA,123549.0000,37037.0000,,476.750000000000
A,USD,STD,INDL,C,AAPL,2010-09-30,001690,APPLE INC,9,USA,47791.0000,14013.0000,,283.750000000000
A,USD,STD,INDL,C,AAPL,2011-09-30,001690,APPLE INC,9,USA,76615.0000,25922.0000,,381.320000000000
A,USD,STD,INDL,C,AAPL,2012-09-30,001690,APPLE INC,9,USA,118210.0000,41733.0000,,667.105000000000
A,USD,STD,INDL,C,AAPL,2014-09-30,001690,APPLE INC,9,USA,111547.0000,39510.0000,,100.750000000000
A,USD,STD,INDL,C,AAPL,2015-09-30,001690,APPLE INC,9,USA,119355.0000,53394.0000,,110.300000000000
A,USD,STD,INDL,C,AAPL,2016-09-30,001690,APPLE INC,9,USA,128249.0000,45687.0000,,113.050000000000
A,USD,STD,INDL,C,AAPL,2017-09-30,001690,APPLE INC,9,USA,134047.0000,48351.0000,,154.120000000000
A,USD,STD,INDL,C,AAPL,2018-09-30,001690,APPLE INC,9,USA,107147.0000,59531.0000,,225.740000000000
A,USD,STD,INDL,C,AAPL,2019-09-30,001690,APPLE INC,9,USA,90488.0000,55256.0000,,223.970000000000
A,USD,STD,INDL,C,AAPL,2020-09-30,001690,APPLE INC,9,USA,65339.0000,57411.0000,,115.810000000000
A,USD,STD,INDL,C,AAPL,2021-09-30,001690,APPLE INC,9,USA,63090.0000,94680.0000,,141.500000000000
A,USD,STD,INDL,C,AAPL,2022-09-30,001690,APPLE INC,9,USA,50672.0000,99803.0000,,138.200000000000
A,USD,STD,INDL,C,AAPL,2023-09-30,001690,APPLE INC,9,USA,62146.0000,96995.0000,,171.210000000000
A,USD,STD,INDL,C,AAPL,2024-09-30,001690,APPLE INC,9,USA,56950.0000,93736.0000,,233.000000000000
A,USD,STD,INDL,C,AAPL,2025-09-30,001690,APPLE INC,9,USA,73733.0000,112010.0000,,254.630000000000
A,USD,STD,INDL,C,ABBV,2010-12-31,016101,ABBVIE INC,12,USA,15702.9990,4177.8660,,
A,USD,STD,INDL,C,ABBV,2011-12-31,016101,ABBVIE INC,12,USA,12223.7130,3433.1280,,
A,USD,STD,INDL,C,ABBV,2012-12-31,016101,ABBVIE INC,12,USA,3363.0000,5275.0000,,34.160000000000
A,USD,STD,INDL,C,ABBV,2013-12-31,016101,ABBVIE INC,12,USA,4492.0000,4128.0000,,52.810000000000
A,USD,STD,INDL,C,ABBV,2014-12-31,016101,ABBVIE INC,12,USA,1742.0000,1774.0000,,65.440000000000
A,USD,STD,INDL,C,ABBV,2015-12-31,016101,ABBVIE INC,12,USA,3945.0000,5144.0000,,59.240000000000
A,USD,STD,INDL,C,ABBV,2016-12-31,016101,ABBVIE INC,12,USA,4636.0000,5953.0000,,62.620000000000
A,USD,STD,INDL,C,ABBV,2017-12-31,016101,ABBVIE INC,12,USA,5097.0000,5309.0000,,96.710000000000
A,USD,STD,INDL,C,ABBV,2018-12-31,016101,ABBVIE INC,12,USA,-8446.0000,5687.0000,,92.190000000000
A,USD,STD,INDL,C,ABBV,2019-12-31,016101,ABBVIE INC,12,USA,-8172.0000,7882.0000,,88.540000000000
A,USD,STD,INDL,C,ABBV,2020-12-31,016101,ABBVIE INC,12,USA,13076.0000,4616.0000,,107.150000000000
A,USD,STD,INDL,C,ABBV,2021-12-31,016101,ABBVIE INC,12,USA,15408.0000,11542.0000,,135.400000000000
A,USD,STD,INDL,C,ABBV,2022-12-31,016101,ABBVIE INC,12,USA,17254.0000,11836.0000,,161.610000000000
A,USD,STD,INDL,C,ABBV,2023-12-31,016101,ABBVIE INC,12,USA,10360.0000,4863.0000,,154.970000000000
A,USD,STD,INDL,C,ABBV,2024-12-31,016101,ABBVIE INC,12,USA,3325.0000,4278.0000,,177.700000000000
A,USD,STD,INDL,C,ABBV,2025-12-31,016101,ABBVIE INC,12,USA,-3270.0000,4226.0000,,228.490000000000
A,USD,STD,INDL,C,AMZN,2010-12-31,064768,AMAZON.COM INC,12,USA,6864.0000,1152.0000,,180.000000000000
A,USD,STD,INDL,C,AMZN,2011-12-31,064768,AMAZON.COM INC,12,USA,7757.0000,631.0000,,173.100000000000
A,USD,STD,INDL,C,AMZN,2012-12-31,064768,AMAZON.COM INC,12,USA,8192.0000,-39.0000,,250.870000000000
A,USD,STD,INDL,C,AMZN,2013-12-31,064768,AMAZON.COM INC,12,USA,9746.0000,274.0000,,398.790000000000
A,USD,STD,INDL,C,AMZN,2014-12-31,064768,AMAZON.COM INC,12,USA,10741.0000,-241.0000,,310.350000000000
A,USD,STD,INDL,C,AMZN,2015-12-31,064768,AMAZON.COM INC,12,USA,13384.0000,596.0000,,675.890000000000
A,USD,STD,INDL,C,AMZN,2016-12-31,064768,AMAZON.COM INC,12,USA,19285.0000,2371.0000,,749.870000000000
A,USD,STD,INDL,C,AMZN,2017-12-31,064768,AMAZON.COM INC,12,USA,27709.0000,3033.0000,,1169.470000000000
A,USD,STD,INDL,C,AMZN,2018-12-31,064768,AMAZON.COM INC,12,USA,43549.0000,10073.0000,,1501.970000000000
A,USD,STD,INDL,C,AMZN,2019-12-31,064768,AMAZON.COM INC,12,USA,62060.0000,11588.0000,,1847.840000000000
A,USD,STD,INDL,C,AMZN,2020-12-31,064768,AMAZON.COM INC,12,USA,93404.0000,21331.0000,,3256.930000000000
A,USD,STD,INDL,C,AMZN,2021-12-31,064768,AMAZON.COM INC,12,USA,138245.0000,33364.0000,,3334.340000000000
A,USD,STD,INDL,C,AMZN,2022-12-31,064768,AMAZON.COM INC,12,USA,146043.0000,-2722.0000,,84.000000000000
A,USD,STD,INDL,C,AMZN,2023-12-31,064768,AMAZON.COM INC,12,USA,201875.0000,30425.0000,,151.940000000000
A,USD,STD,INDL,C,AMZN,2024-12-31,064768,AMAZON.COM INC,12,USA,285970.0000,59248.0000,,219.390000000000
A,USD,STD,INDL,C,AMZN,2025-12-31,064768,AMAZON.COM INC,12,USA,411065.0000,77670.0000,,230.820000000000
A,USD,STD,INDL,C,BA,2010-12-31,002285,BOEING CO,12,USA,2766.0000,3307.0000,,65.260000000000
A,USD,STD,INDL,C,BA,2011-12-31,002285,BOEING CO,12,USA,3515.0000,4018.0000,,73.350000000000
A,USD,STD,INDL,C,BA,2012-12-31,002285,BOEING CO,12,USA,5867.0000,3900.0000,,75.360000000000
A,USD,STD,INDL,C,BA,2013-12-31,002285,BOEING CO,12,USA,14875.0000,4585.0000,,136.490000000000
A,USD,STD,INDL,C,BA,2014-12-31,002285,BOEING CO,12,USA,8665.0000,5446.0000,,129.980000000000
A,USD,STD,INDL,C,BA,2015-12-31,002285,BOEING CO,12,USA,6335.0000,5176.0000,,144.590000000000
A,USD,STD,INDL,C,BA,2016-12-31,002285,BOEING CO,12,USA,817.0000,4895.0000,,155.680000000000
A,USD,STD,INDL,C,BA,2017-12-31,002285,BOEING CO,12,USA,355.0000,8197.0000,,294.910000000000
A,USD,STD,INDL,C,BA,2018-12-31,002285,BOEING CO,12,USA,339.0000,10460.0000,,322.500000000000
A,USD,STD,INDL,C,BA,2019-12-31,002285,BOEING CO,12,USA,-8617.0000,-636.0000,,325.760000000000
A,USD,STD,INDL,C,BA,2020-12-31,002285,BOEING CO,12,USA,-18316.0000,-11873.0000,,214.060000000000
A,USD,STD,INDL,C,BA,2021-12-31,002285,BOEING CO,12,USA,-14999.0000,-4202.0000,,201.320000000000
A,USD,STD,INDL,C,BA,2022-12-31,002285,BOEING CO,12,USA,-15883.0000,-4935.0000,,190.490000000000
A,USD,STD,INDL,C,BA,2023-12-31,002285,BOEING CO,12,USA,-17233.0000,-2222.0000,,260.660000000000
A,USD,STD,INDL,C,BA,2024-12-31,002285,BOEING CO,12,USA,-3908.0000,-11817.0000,,177.000000000000
A,USD,STD,INDL,C,BA,2025-12-31,002285,BOEING CO,12,USA,5454.0000,2235.0000,,217.120000000000
A,USD,STD,FS,C,BAC,2010-12-31,007647,BANK OF AMERICA CORP,12,USA,228248.0000,,,13.340000000000
A,USD,STD,INDL,C,BAC,2010-12-31,007647,BANK OF AMERICA CORP,12,USA,228248.0000,-2238.0000,,13.340000000000
A,USD,STD,FS,C,BAC,2011-12-31,007647,BANK OF AMERICA CORP,12,USA,230101.0000,,,5.560000000000
A,USD,STD,INDL,C,BAC,2011-12-31,007647,BANK OF AMERICA CORP,12,USA,230101.0000,1446.0000,,5.560000000000
A,USD,STD,FS,C,BAC,2012-12-31,007647,BANK OF AMERICA CORP,12,USA,236956.0000,,,11.610000000000
A,USD,STD,INDL,C,BAC,2012-12-31,007647,BANK OF AMERICA CORP,12,USA,236956.0000,4188.0000,,11.610000000000
A,USD,STD,FS,C,BAC,2013-12-31,007647,BANK OF AMERICA CORP,12,USA,232685.0000,,,15.570000000000
A,USD,STD,INDL,C,BAC,2013-12-31,007647,BANK OF AMERICA CORP,12,USA,232685.0000,11431.0000,,15.570000000000
A,USD,STD,FS,C,BAC,2014-12-31,007647,BANK OF AMERICA CORP,12,USA,243471.0000,,,17.890000000000
A,USD,STD,INDL,C,BAC,2014-12-31,007647,BANK OF AMERICA CORP,12,USA,243471.0000,4833.0000,,17.890000000000
A,USD,STD,FS,C,BAC,2015-12-31,007647,BANK OF AMERICA CORP,12,USA,256205.0000,,,16.830000000000
A,USD,STD,INDL,C,BAC,2015-12-31,007647,BANK OF AMERICA CORP,12,USA,256205.0000,15888.0000,,16.830000000000
A,USD,STD,FS,C,BAC,2016-12-31,007647,BANK OF AMERICA CORP,12,USA,266840.0000,,,22.100000000000
A,USD,STD,INDL,C,BAC,2016-12-31,007647,BANK OF AMERICA CORP,12,USA,266840.0000,17906.0000,,22.100000000000
A,USD,STD,FS,C,BAC,2017-12-31,007647,BANK OF AMERICA CORP,12,USA,267146.0000,,,29.520000000000
A,USD,STD,INDL,C,BAC,2017-12-31,007647,BANK OF AMERICA CORP,12,USA,267146.0000,18232.0000,,29.520000000000
A,USD,STD,FS,C,BAC,2018-12-31,007647,BANK OF AMERICA CORP,12,USA,265325.0000,,,24.640000000000
A,USD,STD,INDL,C,BAC,2018-12-31,007647,BANK OF AMERICA CORP,12,USA,265325.0000,28147.0000,,24.640000000000
A,USD,STD,FS,C,BAC,2019-12-31,007647,BANK OF AMERICA CORP,12,USA,264810.0000,,,35.220000000000
A,USD,STD,INDL,C,BAC,2019-12-31,007647,BANK OF AMERICA CORP,12,USA,264810.0000,27430.0000,,35.220000000000
A,USD,STD,FS,C,BAC,2020-12-31,007647,BANK OF AMERICA CORP,12,USA,272924.0000,,,30.310000000000
A,USD,STD,INDL,C,BAC,2020-12-31,007647,BANK OF AMERICA CORP,12,USA,272924.0000,17894.0000,,30.310000000000
A,USD,STD,FS,C,BAC,2021-12-31,007647,BANK OF AMERICA CORP,12,USA,270066.0000,,,44.490000000000
A,USD,STD,INDL,C,BAC,2021-12-31,007647,BANK OF AMERICA CORP,12,USA,270066.0000,31978.0000,,44.490000000000
A,USD,STD,FS,C,BAC,2022-12-31,007647,BANK OF AMERICA CORP,12,USA,273197.0000,,,33.120000000000
A,USD,STD,INDL,C,BAC,2022-12-31,007647,BANK OF AMERICA CORP,12,USA,273197.0000,27528.0000,,33.120000000000
A,USD,STD,FS,C,BAC,2023-12-31,007647,BANK OF AMERICA CORP,12,USA,291646.0000,,,33.670000000000
A,USD,STD,INDL,C,BAC,2023-12-31,007647,BANK OF AMERICA CORP,12,USA,291646.0000,26515.0000,,33.670000000000
A,USD,STD,FS,C,BAC,2024-12-31,007647,BANK OF AMERICA CORP,12,USA,295559.0000,,,43.950000000000
A,USD,STD,INDL,C,BAC,2024-12-31,007647,BANK OF AMERICA CORP,12,USA,295559.0000,27132.0000,,43.950000000000
A,USD,STD,FS,C,BAC,2025-12-31,007647,BANK OF AMERICA CORP,12,USA,303243.0000,,,55.000000000000
A,USD,STD,INDL,C,BAC,2025-12-31,007647,BANK OF AMERICA CORP,12,USA,303243.0000,30509.0000,,55.000000000000
A,USD,STD,FS,C,C,2010-12-31,003243,CITIGROUP INC,12,USA,163468.0000,,0.0000,4.730000000000
A,USD,STD,INDL,C,C,2010-12-31,003243,CITIGROUP INC,12,USA,163468.0000,10602.0000,,4.730000000000
A,USD,STD,FS,C,C,2011-12-31,003243,CITIGROUP INC,12,USA,177806.0000,,0.0000,26.310000000000
A,USD,STD,INDL,C,C,2011-12-31,003243,CITIGROUP INC,12,USA,177806.0000,11067.0000,,26.310000000000
A,USD,STD,FS,C,C,2012-12-31,003243,CITIGROUP INC,12,USA,189049.0000,,0.0000,39.560000000000
A,USD,STD,INDL,C,C,2012-12-31,003243,CITIGROUP INC,12,USA,189049.0000,7541.0000,,39.560000000000
A,USD,STD,FS,C,C,2013-12-31,003243,CITIGROUP INC,12,USA,204339.0000,,0.0000,52.110000000000
A,USD,STD,INDL,C,C,2013-12-31,003243,CITIGROUP INC,12,USA,204339.0000,13673.0000,,52.110000000000
A,USD,STD,FS,C,C,2014-12-31,003243,CITIGROUP INC,12,USA,210534.0000,,0.0000,54.110000000000
A,USD,STD,INDL,C,C,2014-12-31,003243,CITIGROUP INC,12,USA,210534.0000,7313.0000,,54.110000000000
A,USD,STD,FS,C,C,2015-12-31,003243,CITIGROUP INC,12,USA,221857.0000,,0.0000,51.750000000000
A,USD,STD,INDL,C,C,2015-12-31,003243,CITIGROUP INC,12,USA,221857.0000,17242.0000,,51.750000000000
A,USD,STD,FS,C,C,2016-12-31,003243,CITIGROUP INC,12,USA,225120.0000,,0.0000,59.430000000000
A,USD,STD,INDL,C,C,2016-12-31,003243,CITIGROUP INC,12,USA,225120.0000,14912.0000,,59.430000000000
A,USD,STD,FS,C,C,2017-12-31,003243,CITIGROUP INC,12,USA,200740.0000,,0.0000,74.410000000000
A,USD,STD,INDL,C,C,2017-12-31,003243,CITIGROUP INC,12,USA,200740.0000,-6798.0000,,74.410000000000
A,USD,STD,FS,C,C,2018-12-31,003243,CITIGROUP INC,12,USA,196220.0000,,0.0000,52.060000000000
A,USD,STD,INDL,C,C,2018-12-31,003243,CITIGROUP INC,12,USA,196220.0000,18045.0000,,52.060000000000
A,USD,STD,FS,C,C,2019-12-31,003243,CITIGROUP INC,12,USA,193242.0000,,0.0000,79.890000000000
A,USD,STD,INDL,C,C,2019-12-31,003243,CITIGROUP INC,12,USA,193242.0000,19401.0000,,79.890000000000
A,USD,STD,FS,C,C,2020-12-31,003243,CITIGROUP INC,12,USA,199442.0000,,0.0000,61.660000000000
A,USD,STD,INDL,C,C,2020-12-31,003243,CITIGROUP INC,12,USA,199442.0000,11047.0000,,61.660000000000
A,USD,STD,FS,C,C,2021-12-31,003243,CITIGROUP INC,12,USA,201972.0000,,0.0000,60.390000000000
A,USD,STD,INDL,C,C,2021-12-31,003243,CITIGROUP INC,12,USA,201972.0000,21952.0000,,60.390000000000
A,USD,STD,FS,C,C,2022-12-31,003243,CITIGROUP INC,12,USA,201189.0000,,0.0000,45.230000000000
A,USD,STD,INDL,C,C,2022-12-31,003243,CITIGROUP INC,12,USA,201189.0000,14845.0000,,45.230000000000
A,USD,STD,FS,C,C,2023-12-31,003243,CITIGROUP INC,12,USA,205453.0000,,0.0000,51.440000000000
A,USD,STD,INDL,C,C,2023-12-31,003243,CITIGROUP INC,12,USA,205453.0000,9228.0000,,51.440000000000
A,USD,STD,FS,C,C,2024-12-31,003243,CITIGROUP INC,12,USA,208598.0000,,0.0000,70.390000000000
A,USD,STD,INDL,C,C,2024-12-31,003243,CITIGROUP INC,12,USA,208598.0000,12682.0000,,70.390000000000
A,USD,STD,FS,C,C,2025-12-31,003243,CITIGROUP INC,12,USA,212291.0000,,0.0000,116.690000000000
A,USD,STD,INDL,C,C,2025-12-31,003243,CITIGROUP INC,12,USA,212291.0000,14306.0000,,116.690000000000
A,USD,STD,INDL,C,CAT,2010-12-31,002817,CATERPILLAR INC,12,USA,10824.0000,2700.0000,,93.660000000000
A,USD,STD,INDL,C,CAT,2011-12-31,002817,CATERPILLAR INC,12,USA,12883.0000,4928.0000,,90.600000000000
A,USD,STD,INDL,C,CAT,2012-12-31,002817,CATERPILLAR INC,12,USA,17532.0000,5681.0000,,89.608500000000
A,USD,STD,INDL,C,CAT,2013-12-31,002817,CATERPILLAR INC,12,USA,20811.0000,3789.0000,,90.810000000000
A,USD,STD,INDL,C,CAT,2014-12-31,002817,CATERPILLAR INC,12,USA,16746.0000,3695.0000,,91.530000000000
A,USD,STD,INDL,C,CAT,2015-12-31,002817,CATERPILLAR INC,12,USA,14809.0000,2102.0000,,67.960000000000
A,USD,STD,INDL,C,CAT,2016-12-31,002817,CATERPILLAR INC,12,USA,13137.0000,-67.0000,,92.740000000000
A,USD,STD,INDL,C,CAT,2017-12-31,002817,CATERPILLAR INC,12,USA,13697.0000,754.0000,,157.580000000000
A,USD,STD,INDL,C,CAT,2018-12-31,002817,CATERPILLAR INC,12,USA,14039.0000,6147.0000,,127.070000000000
A,USD,STD,INDL,C,CAT,2019-12-31,002817,CATERPILLAR INC,12,USA,14588.0000,6093.0000,,147.680000000000
A,USD,STD,INDL,C,CAT,2020-12-31,002817,CATERPILLAR INC,12,USA,15331.0000,2998.0000,,182.020000000000
A,USD,STD,INDL,C,CAT,2021-12-31,002817,CATERPILLAR INC,12,USA,16484.0000,6489.0000,,206.740000000000
A,USD,STD,INDL,C,CAT,2022-12-31,002817,CATERPILLAR INC,12,USA,15869.0000,6705.0000,,239.560000000000
A,USD,STD,INDL,C,CAT,2023-12-31,002817,CATERPILLAR INC,12,USA,19494.0000,10335.0000,,295.670000000000
A,USD,STD,INDL,C,CAT,2024-12-31,002817,CATERPILLAR INC,12,USA,19491.0000,10792.0000,,362.760000000000
A,USD,STD,INDL,C,CAT,2025-12-31,002817,CATERPILLAR INC,12,USA,21318.0000,8884.0000,,572.870000000000
A,USD,STD,INDL,C,COP,2010-12-31,008549,CONOCOPHILLIPS,12,USA,68562.0000,11358.0000,,68.100000000000
A,USD,STD,INDL,C,COP,2011-12-31,008549,CONOCOPHILLIPS,12,USA,65224.0000,12436.0000,,72.870000000000
A,USD,STD,INDL,C,COP,2012-12-31,008549,CONOCOPHILLIPS,12,USA,47987.0000,8428.0000,,57.990000000000
A,USD,STD,INDL,C,COP,2013-12-31,008549,CONOCOPHILLIPS,12,USA,52090.0000,9156.0000,,70.650000000000
A,USD,STD,INDL,C,COP,2014-12-31,008549,CONOCOPHILLIPS,12,USA,51911.0000,6869.0000,,69.060000000000
A,USD,STD,INDL,C,COP,2015-12-31,008549,CONOCOPHILLIPS,12,USA,39762.0000,-4428.0000,,46.690000000000
A,USD,STD,INDL,C,COP,2016-12-31,008549,CONOCOPHILLIPS,12,USA,34974.0000,-3615.0000,,50.140000000000
A,USD,STD,INDL,C,COP,2017-12-31,008549,CONOCOPHILLIPS,12,USA,30607.0000,-855.0000,,54.890000000000
A,USD,STD,INDL,C,COP,2018-12-31,008549,CONOCOPHILLIPS,12,USA,31939.0000,6257.0000,,62.350000000000
A,USD,STD,INDL,C,COP,2019-12-31,008549,CONOCOPHILLIPS,12,USA,34981.0000,7189.0000,,65.030000000000
A,USD,STD,INDL,C,COP,2020-12-31,008549,CONOCOPHILLIPS,12,USA,29849.0000,-2701.0000,,39.990000000000
A,USD,STD,INDL,C,COP,2021-12-31,008549,CONOCOPHILLIPS,12,USA,45406.0000,8079.0000,,72.180000000000
A,USD,STD,INDL,C,COP,2022-12-31,008549,CONOCOPHILLIPS,12,USA,48003.0000,18680.0000,,118.000000000000
A,USD,STD,INDL,C,COP,2023-12-31,008549,CONOCOPHILLIPS,12,USA,49279.0000,10957.0000,,116.070000000000
A,USD,STD,INDL,C,COP,2024-12-31,008549,CONOCOPHILLIPS,12,USA,64796.0000,9245.0000,,99.170000000000
A,USD,STD,INDL,C,COP,2025-12-31,008549,CONOCOPHILLIPS,12,USA,64487.0000,7988.0000,,93.610000000000
A,USD,STD,INDL,C,CVX,2010-12-31,002991,CHEVRON CORP,12,USA,105081.0000,19024.0000,,91.250000000000
A,USD,STD,INDL,C,CVX,2011-12-31,002991,CHEVRON CORP,12,USA,121382.0000,26895.0000,,106.400000000000
A,USD,STD,INDL,C,CVX,2012-12-31,002991,CHEVRON CORP,12,USA,136524.0000,26179.0000,,108.140000000000
A,USD,STD,INDL,C,CVX,2013-12-31,002991,CHEVRON CORP,12,USA,149113.0000,21423.0000,,124.910000000000
A,USD,STD,INDL,C,CVX,2014-12-31,002991,CHEVRON CORP,12,USA,155028.0000,19241.0000,,112.180000000000
A,USD,STD,INDL,C,CVX,2015-12-31,002991,CHEVRON CORP,12,USA,152716.0000,4587.0000,,89.960000000000
A,USD,STD,INDL,C,CVX,2016-12-31,002991,CHEVRON CORP,12,USA,145556.0000,-497.0000,,117.700000000000
A,USD,STD,INDL,C,CVX,2017-12-31,002991,CHEVRON CORP,12,USA,148124.0000,9195.0000,,125.190000000000
A,USD,STD,INDL,C,CVX,2018-12-31,002991,CHEVRON CORP,12,USA,154554.0000,14824.0000,,108.790000000000
A,USD,STD,INDL,C,CVX,2019-12-31,002991,CHEVRON CORP,12,USA,144213.0000,2924.0000,,120.510000000000
A,USD,STD,INDL,C,CVX,2020-12-31,002991,CHEVRON CORP,12,USA,131688.0000,-5543.0000,,84.450000000000
A,USD,STD,INDL,C,CVX,2021-12-31,002991,CHEVRON CORP,12,USA,139067.0000,15625.0000,,117.350000000000
A,USD,STD,INDL,C,CVX,2022-12-31,002991,CHEVRON CORP,12,USA,159282.0000,35465.0000,,179.490000000000
A,USD,STD,INDL,C,CVX,2023-12-31,002991,CHEVRON CORP,12,USA,160957.0000,21369.0000,,149.160000000000
A,USD,STD,INDL,C,CVX,2024-12-31,002991,CHEVRON CORP,12,USA,152318.0000,17661.0000,,144.840000000000
A,USD,STD,INDL,C,CVX,2025-12-31,002991,CHEVRON CORP,12,USA,186450.0000,12299.0000,,152.410000000000
A,USD,STD,INDL,C,DIS,2011-09-30,003980,DISNEY (WALT) CO,9,USA,37385.0000,4807.0000,,30.160000000000
A,USD,STD,INDL,C,DIS,2010-09-30,003980,DISNEY (WALT) CO,9,USA,37519.0000,3963.0000,,33.100000000000
A,USD,STD,INDL,C,DIS,2012-09-30,003980,DISNEY (WALT) CO,9,USA,39759.0000,5682.0000,,52.280000000000
A,USD,STD,INDL,C,DIS,2013-09-30,003980,DISNEY (WALT) CO,9,USA,45429.0000,6136.0000,,64.490000000000
A,USD,STD,INDL,C,DIS,2014-09-30,003980,DISNEY (WALT) CO,9,USA,44958.0000,7501.0000,,89.030000000000
A,USD,STD,INDL,C,DIS,2015-09-30,003980,DISNEY (WALT) CO,9,USA,44525.0000,8382.0000,,102.200000000000
A,USD,STD,INDL,C,DIS,2016-09-30,003980,DISNEY (WALT) CO,9,USA,43265.0000,9391.0000,,92.860000000000
A,USD,STD,INDL,C,DIS,2017-09-30,003980,DISNEY (WALT) CO,9,USA,41315.0000,8980.0000,,98.570000000000
A,USD,STD,INDL,C,DIS,2018-09-30,003980,DISNEY (WALT) CO,9,USA,48773.0000,12598.0000,,116.940000000000
A,USD,STD,INDL,C,DIS,2019-09-30,003980,DISNEY (WALT) CO,9,USA,88877.0000,11054.0000,,130.320000000000
A,USD,STD,INDL,C,DIS,2020-09-30,003980,DISNEY (WALT) CO,9,USA,83583.0000,-2864.0000,,124.080000000000
A,USD,STD,INDL,C,DIS,2021-09-30,003980,DISNEY (WALT) CO,9,USA,88553.0000,1995.0000,,169.170000000000
A,USD,STD,INDL,C,DIS,2022-09-30,003980,DISNEY (WALT) CO,9,USA,95008.0000,3145.0000,,94.330000000000
A,USD,STD,INDL,C,DIS,2023-09-30,003980,DISNEY (WALT) CO,9,USA,99277.0000,2354.0000,,81.050000000000
A,USD,STD,INDL,C,DIS,2024-09-30,003980,DISNEY (WALT) CO,9,USA,100696.0000,4972.0000,,96.190000000000
A,USD,STD,INDL,C,DIS,2025-09-30,003980,DISNEY (WALT) CO,9,USA,109869.0000,12404.0000,,114.500000000000
A,USD,STD,INDL,C,GE,2010-12-31,005047,GE AEROSPACE,12,USA,118936.0000,11644.0000,,18.290000000000
A,USD,STD,INDL,C,GE,2011-12-31,005047,GE AEROSPACE,12,USA,116438.0000,14151.0000,,17.910000000000
A,USD,STD,INDL,C,GE,2012-12-31,005047,GE AEROSPACE,12,USA,123026.0000,13641.0000,,20.990000000000
A,USD,STD,INDL,C,GE,2013-12-31,005047,GE AEROSPACE,12,USA,130566.0000,13060.0000,,28.030000000000
A,USD,STD,INDL,C,GE,2014-12-31,005047,GE AEROSPACE,12,USA,128159.0000,15233.0000,,25.270000000000
A,USD,STD,INDL,C,GE,2015-12-31,005047,GE AEROSPACE,12,USA,98274.0000,-6127.0000,,31.150000000000
A,USD,STD,INDL,C,GE,2016-12-31,005047,GE AEROSPACE,12,USA,75828.0000,8829.0000,,31.600000000000
A,USD,STD,INDL,C,GE,2017-12-31,005047,GE AEROSPACE,12,USA,64263.0000,-5774.0000,,17.450000000000
A,USD,STD,INDL,C,GE,2018-12-31,005047,GE AEROSPACE,12,USA,30981.0000,-22355.0000,,7.570000000000
A,USD,STD,INDL,C,GE,2019-12-31,005047,GE AEROSPACE,12,USA,28316.0000,-4979.0000,,11.160000000000
A,USD,STD,INDL,C,GE,2020-12-31,005047,GE AEROSPACE,12,USA,35552.0000,5705.0000,,10.800000000000
A,USD,STD,INDL,C,GE,2021-12-31,005047,GE AEROSPACE,12,USA,40310.0000,-6519.0000,,94.470000000000
A,USD,STD,INDL,C,GE,2022-12-31,005047,GE AEROSPACE,12,USA,36366.0000,225.0000,,83.790000000000
A,USD,STD,INDL,C,GE,2023-12-31,005047,GE AEROSPACE,12,USA,27378.0000,9481.0000,,127.630000000000
A,USD,STD,INDL,C,GE,2024-12-31,005047,GE AEROSPACE,12,USA,19342.0000,6556.0000,,166.790000000000
A,USD,STD,INDL,C,GE,2025-12-31,005047,GE AEROSPACE,12,USA,18677.0000,8704.0000,,308.030000000000
A,USD,STD,INDL,C,GOOGL,2010-12-31,160329,ALPHABET INC,12,USA,46241.0000,8505.0000,,593.970000000000
A,USD,STD,INDL,C,GOOGL,2011-12-31,160329,ALPHABET INC,12,USA,58145.0000,9737.0000,,645.900000000000
A,USD,STD,INDL,C,GOOGL,2012-12-31,160329,ALPHABET INC,12,USA,71715.0000,10737.0000,,707.380000000000
A,USD,STD,INDL,C,GOOGL,2013-12-31,160329,ALPHABET INC,12,USA,87309.0000,12920.0000,,1120.710000000000
A,USD,STD,INDL,C,GOOGL,2014-12-31,160329,ALPHABET INC,12,USA,104500.0000,14444.0000,,530.660000000000
A,USD,STD,INDL,C,GOOGL,2015-12-31,160329,ALPHABET INC,12,USA,120331.0000,16348.0000,,778.010000000000
A,USD,STD,INDL,C,GOOGL,2016-12-31,160329,ALPHABET INC,12,USA,139036.0000,19478.0000,,792.450000000000
A,USD,STD,INDL,C,GOOGL,2017-12-31,160329,ALPHABET INC,12,USA,152502.0000,12662.0000,,1053.400000000000
A,USD,STD,INDL,C,GOOGL,2018-12-31,160329,ALPHABET INC,12,USA,177628.0000,30736.0000,,1044.960000000000
A,USD,STD,INDL,C,GOOGL,2019-12-31,160329,ALPHABET INC,12,USA,201442.0000,34343.0000,,1339.390000000000
A,USD,STD,INDL,C,GOOGL,2020-12-31,160329,ALPHABET INC,12,USA,222544.0000,40269.0000,,1752.640000000000
A,USD,STD,INDL,C,GOOGL,2021-12-31,160329,ALPHABET INC,12,USA,251635.0000,76033.0000,,2897.040000000000
A,USD,STD,INDL,C,GOOGL,2022-12-31,160329,ALPHABET INC,12,USA,256144.0000,59972.0000,,88.230000000000
